"","name","ticker","date","title","nr_attachments","type"
"6661","Havyard Group ASA","HYARD","2020-07-05T19:35:00Z","Innkalling til ordinær generalforsamling 2020",1,"other"
"6662","Havyard Group ASA","HYARD","2020-07-05T19:35:00Z","Notice of Annual General Meeting 2020",1,"other"
"6663","BerGenBio ASA","BGBIO","2020-07-03T20:57:54.971+02:00","BerGenBio ASA: Results of the subsequent offering",1,"other"
"6664","Havyard Group ASA","HYARD","2020-07-03T18:53:13.649+02:00","Financial calendar",0,"other"
"6665","Havyard Group ASA","HYARD","2020-07-03T18:53:13.555+02:00","Finansiell kalender",0,"other"
"6666","Oslo Børs","-","2020-07-03T16:35:01.904+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from ayfie Group AS",0,"other"
"6667","Oslo Børs","-","2020-07-03T16:35:01.857+02:00","Oslo Børs har mottatt søknad fra ayfie Group AS om opptak til handel på Merkur Market",0,"other"
"6668","Golden Energy Offshore Services AS","GEOS-ME","2020-07-03T16:08:44.027+02:00","Statement by the nomination Committee",1,"other"
"6669","Havila Shipping ASA","HAVI","2020-07-03T14:46:59.462+02:00","Havila Shipping ASA: Approved supplemental prospectus for continuing listing og bonds",1,"other"
"6670","Havila Shipping ASA","HAVI","2020-07-03T14:46:59.462+02:00","Havila Shipping ASA: Godkjent tilleggsprospekt for fortsatt notering av obligasjonslån",1,"other"
"6671","Veidekke ASA","VEI","2020-07-03T14:30:10.438+02:00","Veidekke ASA: Veidekke appoints new CFO",1,"other"
"6672","Veidekke ASA","VEI","2020-07-03T14:30:10.391+02:00","Veidekke ASA: Ny CFO i Veidekke",1,"other"
"6673","MPC Container Ships ASA","MPCC","2020-07-03T14:20:10.19+02:00","MPC Container Ships Invest B.V. announces results from the bondholders' meeting",1,"other"
"6674","MPC Container Ships Invest B.V.","MPCBV","2020-07-03T14:20:10.174+02:00","MPC Container Ships Invest B.V. announces results from the bondholders' meeting",1,"other"
"6675","Hegra Sparebank","HESB","2020-07-03T14:18:19.581+02:00","Hegra Sparebank - Utøvelse av call for fondsobligasjon med ISIN NO0010743321",0,"other"
"6676","GC Rieber Shipping ASA","RISH","2020-07-03T14:08:55.038+02:00","Financial calendar",0,"other"
"6677","Austevoll Seafood ASA","AUSS","2020-07-03T13:18:24.271+02:00","Financial calendar",0,"other"
"6678","Austevoll Seafood ASA","AUSS","2020-07-03T13:18:24.209+02:00","Finansiell kalender",0,"other"
"6679","5th Planet Games A/S","FIVEPG","2020-07-03T11:33:33.86+02:00","33-2020 The convertible Loan Agreement with Formue Nord has been terminated today",1,"other"
"6680","Sparebanken Vest","SVEG","2020-07-03T11:08:38.472+02:00","Successful issuance of Senior Non-Preferred Bond",0,"other"
"6681","Sparebanken Vest","SVEG","2020-07-03T11:08:38.468+02:00","Vellykket utstedelse av Senior etterstilt obligasjon",0,"other"
"6682","5th Planet Games A/S","FIVEPG","2020-07-03T10:59:14.663+02:00","32-2020 5th Planet Games A/S – Decisions of Ordinary General Meeting 2020",1,"other"
"6683","Brage Finans AS","BRFI","2020-07-03T10:04:06.509+02:00","Utvidelse av obligasjonslån",0,"other"
"6684","Entra ASA","ENTRA","2020-07-03T10:00:07.112+02:00","Presentation of financial results for Q2/H1 2020",1,"other"
"6685","Aker BioMarine AS","AKBM-ME","2020-07-03T09:49:25.656+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from Aker BioMarine AS",0,"other"
"6686","Aker BioMarine AS","AKBM-ME","2020-07-03T09:49:25.65+02:00","Oslo Børs har mottatt søknad fra Aker BioMarine AS om opptak til handel på Merkur Market",0,"other"
"6687","Hunter Group ASA","HUNT","2020-07-03T08:58:57.185+02:00","Hunter Group ASA - Hunter Idun Delivered",0,"other"
"6688","Funcom SE","FUNCOM","2020-07-03T08:55:11.982+02:00","Gjennomført flytting av forretningskontor til Norge, nytt ISIN, ny hjemstat, m.m.",0,"other"
"6689","Funcom SE","FUNCOM","2020-07-03T08:55:11.966+02:00","Announcement of completion of transfer of registered office to Norway, new ISIN, new home member state, etc.",0,"other"
"6690","Tafjord Kraft AS","TAK","2020-07-03T06:55:00Z","Planlegger felles satsing innen strømsalg",0,"other"
"6691","Sogn og Fjordane Energi AS","SFEN","2020-07-03T06:55:00Z","Sogn og Fjordane Energi: Planlegg felles satsing innan straumsal",0,"other"
"6692","Nordea Bank Abp","NDA","2020-07-03T08:33:03.897+02:00","Oslo Børs – Quotes – Sold Out State",0,"other"
"6693","Observe Medical ASA","OBSERV","2020-07-03T08:00:12.06+02:00","Observe Medical ASA - The subscription period for the rights issue expires today",1,"other"
"6694","Magnora ASA","MGN","2020-07-03T06:00:00Z","Magnora ASA og Kustvind AB fremskynder vekst og 500 MW havvind i Sverige",0,"other"
"6695","Magnora ASA","MGN","2020-07-03T06:00:00Z","Magnora ASA and Kustvind AB accelerate development of 500 MW offshore wind project in southern Sweden",0,"other"
"6696","Hunter Group ASA","HUNT","2020-07-03T07:30:09.685+02:00","Hunter Group ASA - Hunter Idun delivered",0,"other"
"6697","Borr Drilling Limited","BDRILL","2020-07-03T07:30:09.654+02:00","Borr Drilling Limited Regains Compliance with NYSE Continued Listing Standard",0,"other"
"6698","BerGenBio ASA","BGBIO","2020-07-03T07:00:08.372+02:00","BerGenBio ASA: Last day of subscription period in the subsequent offering",1,"other"
"6699","American Shipping Company ASA","AMSC","2020-07-02T17:24:21.483+02:00","American Shipping Company ASA - American Tanker, Inc.: Call notice for outstanding bonds",1,"other"
"6700","SpareBank 1 Nord-Norge","NONG","2020-07-02T16:29:33.961+02:00","SpareBank 1 Nord-Norge: Vellykket utstedelse av Etterstilt Senior Obligasjonslån i NOK",0,"other"
"6701","SpareBank 1 Nord-Norge","NONG","2020-07-02T16:29:33.961+02:00","SpareBank 1 Nord-Norge: Successful issuance of inaugural Senior Non-Preferred Bond in NOK",0,"other"
"6702","MPC Container Ships ASA","MPCC","2020-07-02T16:17:49.295+02:00","MPC Container Ships Invest B.V. announces revised terms for bond amendments",1,"other"
"6703","MPC Container Ships Invest B.V.","MPCBV","2020-07-02T16:16:49.556+02:00","MPC Container Ships Invest B.V. announces revised terms for bond amendments",1,"other"
"6704","PGS ASA","PGS","2020-07-02T16:10:17.34+02:00","PGS ASA: Q2 2020 Virtual Roadshow",0,"other"
"6705","PGS ASA","PGS","2020-07-02T15:50:55.352+02:00","PGS ASA: Q2 2020 Audio Webcast Details",0,"other"
"6706","Oslo Børs","-","2020-07-02T15:25:29.353+02:00","Oslo Børs har mottatt søknad fra Aker BioMarine AS om opptak til handel på Merkur Market",0,"other"
"6707","Oslo Børs","-","2020-07-02T15:25:29.208+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from Aker BioMarine AS",0,"other"
"6708","SpareBank 1 Nord-Norge","NONG","2020-07-02T13:35:57.758+02:00","SpareBank 1 Nord-Norge: Vurderer utstedelse av senior etterstilt obligasjonslån",0,"other"
"6709","SpareBank 1 Nord-Norge","NONG","2020-07-02T13:35:57.743+02:00","SpareBank 1 Nord-Norge: Contemplating issuance of senior no-preferred bond",0,"other"
"6710","Sparebanken Vest","SVEG","2020-07-02T13:13:51.167+02:00","*** New Mandate – Sparebanken Vest fixed rate 6yr NC5 Senior Non-Preferred Bond ***",0,"other"
"6711","Sparebanken Vest","SVEG","2020-07-02T13:13:51.021+02:00","***Nytt mandat – Sparebanken Vest fastrente 6yr NC5 Senior etterstilte obligasjoner***",0,"other"
"6712","Eidesvik Offshore ASA","EIOF","2020-07-02T12:01:29.172+02:00","EIOF – Changes to the Board of Directors",0,"other"
"6713","Sbanken Boligkreditt AS","SBANBK","2020-07-02T11:52:37.258+02:00","Sbanken Boligkreditt AS: Utstedelse av ny OMF",0,"other"
"6714","Sbanken Boligkreditt AS","SBANBK","2020-07-02T11:52:37.242+02:00","Sbanken Boligkreditt AS: New Covered Bond",0,"other"
"6715","Borealis Finance LLC","BOFI","2020-07-02T09:25:00Z","BOREALIS FINANCE LLC: Written Resolution Resolved",1,"other"
"6716","B2Holding ASA","B2H","2020-07-02T11:19:50.883+02:00","Long-Term Incentive Program 2020",0,"other"
"6717","Sbanken Boligkreditt AS","SBANBK","2020-07-02T10:55:55.27+02:00","Sbanken Boligkreditt AS: Partial redemption of ISIN NO001074533",0,"other"
"6718","Sbanken Boligkreditt AS","SBANBK","2020-07-02T10:55:55.224+02:00","Sbanken Boligkreditt AS: Tilbakekjøp av ISIN NO0010745334",0,"other"
"6719","OKEA ASA","OKEA","2020-07-02T10:43:49.936+02:00","OKEA ASA - Cancellation of summoned bondholders' meetings",4,"other"
"6720","NattoPharma ASA","NATTO","2020-07-02T10:42:36.676+02:00","NattoPharma Awarded Grant from Norwegian Research Council",1,"other"
"6721","Fjellinjen AS","FJELL","2020-07-02T10:30:28.224+02:00","Trafikkvolum for juni 2020",1,"other"
"6722","Akastor ASA","AKA","2020-07-02T09:48:19.154+02:00","Akastor ASA: Invitation to presentation of second quarter results 2020",0,"other"
"6723","Landkreditt Boligkreditt AS","LANDKBK","2020-07-02T09:01:55.881+02:00","Tilbake kjøp og emisjon.",0,"other"
"6724","Borregaard ASA","BRG","2020-07-02T08:10:57.615+02:00","Borregaard ASA: Invitation to Q2 2020 announcement",0,"other"
"6725","Ice Group ASA","ICE","2020-07-02T07:30:04.694+02:00","Ice Group ASA: Final decision on deferment of spectrum payments",1,"other"
"6726","Siem Offshore Inc.","SIOFF","2020-07-02T07:07:31.557+02:00","Agreement reached  with  the Canadian lenders",0,"other"
"6727","Veidekke ASA","VEI","2020-09-01T18:08:00.958+02:00","Veidekke ASA: Divestment of Veidekke Eiendom completed",0,"other"
"6728","Veidekke ASA","VEI","2020-09-01T18:08:00.943+02:00","Veidekke ASA: Salg av Veidekke Eiendom gjennomført",0,"other"
"6729","poLight ASA","PLT","2020-09-01T17:08:13.696+02:00","polight asa - resolution to increase the share capital",0,"other"
"6730","Orkla ASA","ORK","2020-09-01T16:51:44.597+02:00","Financial calendar",0,"other"
"6731","Orkla ASA","ORK","2020-09-01T16:51:44.535+02:00","Finansiell kalender",0,"other"
"6732","Nordic Nanovector ASA","NANO","2020-09-01T16:18:12.005+02:00","Nordic Nanovector to Present at Upcoming Pareto Securities 11[ th ]Healthcare Conference",0,"other"
"6733","Skue Sparebank","SKUE","2020-09-01T15:16:59.14+02:00","Skue Sparebank utsteder nytt obligasjonslån og tilbakekjøp",0,"other"
"6734","Grong Sparebank","GRONG-ME","2020-09-01T14:18:25.173+02:00","Innkalling ekstraordinær generalforsamling",1,"other"
"6735","Brage Finans AS","BRFI","2020-09-01T14:15:07.821+02:00","Brage Finans vurderer å utstede nytt obligasjonslån",0,"other"
"6736","Tine SA","TINE","2020-09-01T14:10:37.328+02:00","Oppdatert Finansiell Kalender 2020",0,"other"
"6737","XXL ASA","XXL","2020-09-01T14:07:07.029+02:00","Financial calendar",0,"other"
"6738","XXL ASA","XXL","2020-09-01T14:07:06.982+02:00","Finansiell kalender",0,"other"
"6739","DOF ASA","DOF","2020-09-01T13:30:06.475+02:00","DOF Subsea awarded contract in the Atlantic region",1,"other"
"6740","DOF Subsea AS","DOFSUB","2020-09-01T11:30:00Z","DOF Subsea awarded contract in the Atlantic region",0,"other"
"6741","Nekkar ASA","NKR","2020-09-01T13:20:16.759+02:00","Nekkar ASA: Syncrolift wins MUSD 30 contract in the US",0,"other"
"6742","Gjensidige Pensjonsforsikring AS","GJEPF","2020-09-01T12:21:45.867+02:00","Financial calendar",0,"other"
"6743","Gjensidige Pensjonsforsikring AS","GJEPF","2020-09-01T12:21:45.788+02:00","Finansiell kalender",0,"other"
"6744","Cloudberry Clean Energy AS","CLOUD-ME","2020-09-01T10:15:00Z","Cloudberry Clean Energy AS | Notice of an Extraordinary General Meeting",1,"other"
"6745","Trøgstad Sparebank","TRGSB","2020-09-01T11:01:29.72+02:00","Trøgstad Sparebank utsteder nytt obligasjonslån og tilbakekjøp",0,"other"
"6746","Skudenes og Aakra Sparebank","SKASB","2020-09-01T09:00:00Z","Utvidelse av lån",0,"other"
"6747","Skudenes og Aakra Sparebank","SKASB","2020-09-01T09:00:00Z","Tilbakekjøp eget lån",0,"other"
"6748","PCI Biotech Holding ASA","PCIB","2020-09-01T09:00:02.403+02:00","PCI Biotech announce a research collaboration with DCprime to explore novel cancer vaccination concepts",1,"other"
"6749","Ørskog Sparebank","ORSP","2020-09-01T08:39:19.76+02:00","Varsel om call",1,"other"
"6750","Genel Energy Finance 2 Limited","GENEL","2020-09-01T08:01:51.204+02:00","Genel Energy PLC: Receipt of payments for KRI oil sales",1,"other"
"6751","Norway Royal Salmon ASA","NRS","2020-09-01T07:51:40.78+02:00","Financial calendar",0,"other"
"6752","Norway Royal Salmon ASA","NRS","2020-09-01T07:51:40.687+02:00","Finansiell kalender",0,"other"
"6753","Cloudberry Clean Energy AS","CLOUD-ME","2020-09-01T05:30:00Z","Cloudberry Clean Energy AS | Announces offer to acquire offshore wind project in Sweden",1,"other"
"6754","BerGenBio ASA","BGBIO","2020-09-01T07:00:08.133+02:00","BERGENBIO TO PRESENT AT UPCOMING INVESTOR CONFERENCES",1,"other"
"6755","Cloudberry Clean Energy AS","CLOUD-ME","2020-08-31T21:15:00Z","Cloudberry Clean Energy AS | Board proposals for equity incentive program and authorization for issuance of new shares",1,"other"
"6756","Golar LNG Partners L.P.","GOLP","2020-08-31T22:36:03.128+02:00","2020 Annual General Meeting",2,"other"
"6757","Shelf Drilling, Ltd.","SHLF","2020-08-31T18:57:29.402+02:00","Shelf Drilling, Ltd. Minutes of Annual General Meeting",1,"other"
"6758","SFL Corporation Ltd.","SFLN","2020-08-31T18:31:36.397+02:00","SFL - 2020 Annual General Meeting",0,"other"
"6759","River Tech p.l.c.","RIVER-ME","2020-08-31T18:01:46.91+02:00","RIVER iGAMING P.L.C has published its 1H 2020 report",2,"other"
"6760","Cloudberry Clean Energy AS","CLOUD-ME","2020-08-31T16:00:00Z","Cloudberry Clean Energy AS | Strengthens its Nordic wind power position",1,"other"
"6761","Frontline Ltd.","FRO","2020-08-31T17:48:48.219+02:00","FRO - 2020 Annual General Meeting",0,"other"
"6762","Avance Gas Holding Ltd","AVANCE","2020-08-31T17:47:43.331+02:00","AVANCE - Annual General Meeting 2020",0,"other"
"6763","Northern Drilling Ltd.","NODL","2020-08-31T17:38:03.991+02:00","NODL - 2020 Annual General Meeting",0,"other"
"6764","Northern Ocean Ltd.","NOL","2020-08-31T17:37:33.441+02:00","NOL - 2020 Annual General Meeting",0,"other"
"6765","BRAbank ASA_old2","BRABK-ME","2020-08-31T17:26:20.358+02:00","BRAbank ASA: BRA-ME - Organizational update - founder and former CEO Bent Gjendem leaves the company",1,"other"
"6766","FLEX LNG LTD","FLNG","2020-08-31T16:24:51.606+02:00","FLNG - Annual General Meeting 2020",0,"other"
"6767","Golden Ocean Group Limited","GOGL","2020-08-31T16:07:10.341+02:00","GOGL - 2020 Annual General Meeting",0,"other"
"6768","Seadrill Limited","SDRL","2020-08-31T16:00:17.811+02:00","SDRL - Cleansing announcement - restructuring process",1,"other"
"6769","Lyse AS","LYSE","2020-08-31T16:00:13.711+02:00","Lyse AS - Successful issuance of NOK bonds",0,"other"
"6770","Seadrill Limited","SDRL","2020-08-31T14:00:00Z","SDRL – Cleansing announcement – restructuring process",1,"other"
"6771","Læringsverkstedet AS","LVER","2020-08-31T15:56:41.482+02:00","Financial Report 30 June 2020",1,"other"
"6772","SalMar ASA","SALM","2020-08-31T15:18:40.115+02:00","Financial calendar",0,"other"
"6773","SalMar ASA","SALM","2020-08-31T15:18:40.053+02:00","Finansiell kalender",0,"other"
"6774","Photocure ASA","PHO","2020-08-31T15:06:00.975+02:00","Exercise of employee share options in Photocure ASA",1,"other"
"6775","Nordic Capital Partners II AS","NOCP","2020-08-31T14:27:20.536+02:00","Q2 Report Nordic Capital Partners II AS",1,"other"
"6776","Læringsverkstedet AS","LVER","2020-08-31T14:24:43.83+02:00","Call Option Notice",1,"other"
"6777","Observe Medical ASA","OBSERV","2020-08-31T14:20:44.073+02:00","Observe Medical ASA: Exercise of share options, resolution to increase the share capital and mandatory notification of trade",1,"other"
"6778","Golar LNG Partners L.P.","GOLP","2020-08-31T14:10:01.259+02:00","Golar LNG Partners LP and Golar Power Ltd. enter into cooperation agreement to develop LNG terminals from Golar LNG Partners LP's asset portfolio",0,"other"
"6779","Sbanken ASA","SBANK","2020-08-31T12:43:33.366+02:00","Sbanken ASA: Exercise of call option on ISIN NO0010746456 and ISIN NO0010746464",0,"other"
"6780","Sbanken ASA","SBANK","2020-08-31T12:43:33.35+02:00","Sbanken ASA: Førtidig innløsningsrett av ISIN NO0010746456 og ISIN NO0010746464",0,"other"
"6781","Norwegian Property ASA","NPRO","2020-08-31T12:25:04.838+02:00","Financial calendar",0,"other"
"6782","Norwegian Property ASA","NPRO","2020-08-31T12:25:04.713+02:00","Finansiell kalender",0,"other"
"6783","Jacktel AS","JACKT","2020-08-31T12:23:50.54+02:00","Jacktel AS - Update on financial situation",0,"other"
"6784","Care Bidco AS","CARE","2020-08-31T11:40:03.162+02:00","Q2 2020 Financial report delayed",0,"other"
"6785","Storebrand ASA","STB","2020-08-31T09:58:03.64+02:00","Storebrand ASA - Vurderer utstedelse av senior usikret obligasjonslån",0,"other"
"6786","Storebrand ASA","STB","2020-08-31T09:58:03.624+02:00","Storebrand ASA - Contemplating senior unsecured bond issue",0,"other"
"6787","Lyse AS","LYSE","2020-08-31T09:54:54.184+02:00","Lyse AS (BBB+/Stable) contemplating new NOK bond issue",0,"other"
"6788","Hexagon Composites ASA","HEX","2020-08-31T08:39:40.285+02:00","Hexagon Composites ASA: Registration of share capital increase",0,"other"
"6789","KISTEFOS AS","KIST","2020-08-31T08:31:27.381+02:00","Kistefos - Partial repurchase of KIST05 PRO and KIST06 PRO",0,"other"
"6790","AqualisBraemar ASA","AQUA","2020-08-31T05:00:00Z","AqualisBraemar appoints CFO",0,"other"
"6791","KISTEFOS AS","KIST","2020-08-28T17:42:31.745+02:00","Successful placement of new unsecured bond issue",0,"other"
"6792","Gjensidige Forsikring ASA","GJF","2020-08-28T16:37:31.799+02:00","GJF: New employee representative in the Board",0,"other"
"6793","Skudenes og Aakra Sparebank","SKASB","2020-08-28T14:00:00Z","Tilbakekjøp av eget lån",0,"other"
"6794","Skudenes og Aakra Sparebank","SKASB","2020-08-28T14:00:00Z","Utvidelse av lån",0,"other"
"6795","Sparebanken Sør","SOR","2020-08-28T15:50:58.904+02:00","Sparebanken Sør nedkvitterer obligasjonsgjeld",0,"other"
"6796","Aurskog Sparebank","AURG","2020-08-28T15:42:02.331+02:00","Aurskog Sparebank: Utstedelse av obligasjonslån og nedkvitteringer",0,"other"
"6797","Mutares SE & CO KGaA","MTRS","2020-08-28T15:05:04.954+02:00","Mutares: NOTICE FROM WRITTEN RESOLUTION ON PROPOSED AMENDMENTS TO THE BOND TERMS",1,"other"
"6798","Songa Container AS","SCT","2020-08-28T14:28:39.49+02:00","Notice under the Bond Terms",0,"other"
"6799","poLight ASA","PLT","2020-08-28T13:47:26.394+02:00","polight ASA: VAT registration application approved",0,"other"
"6800","Borregaard ASA","BRG","2020-08-28T13:21:36.243+02:00","Borregaard ASA: Lignin raw material supply from the former Flambeau mill to be resumed",0,"other"
"6801","Navigator Holdings Ltd","NAVIG","2020-08-28T13:05:04.411+02:00","Exercise of Call Option",1,"other"
"6802","Sparebanken Sør Boligkreditt AS","SORB","2020-08-28T12:27:23.934+02:00","Sparebanken Sør Boligkreditt AS nedkvitterer obligasjonsgjeld",0,"other"
"6803","Surnadal Sparebank","SUSB-ME","2020-08-28T10:00:00Z","Informasjonsmøte om sammenslåingsprosess for generalforsamlingen den 7. september 2020",0,"other"
"6804","SpareBank 1 Nordvest","SNOR","2020-08-28T10:00:00Z","SNOR: Informasjonsmøte om sammenslåingsprosess for generalforsamlingen den 7. september 2020",0,"other"
"6805","Havyard Group ASA","HYARD","2020-08-28T10:24:46.603+02:00","Summons of bondholders' meeting",1,"other"
"6806","Havyard Group ASA","HYARD","2020-08-28T10:24:46.538+02:00","Innkalling til obligasjonseiermøte",1,"other"
"6807","Oceanteam ASA","OTS","2020-08-28T09:29:06.042+02:00","Oceanteam ASA- Summons to EGM 23 September 2020",1,"other"
"6808","Jacktel AS","JACKT","2020-08-28T09:19:40.024+02:00","Jacktel AS - Update on financial situation",0,"other"
"6809","Otello Corporation ASA","OTELLO","2020-08-28T08:50:15.967+02:00","Proposal from the Nomination Committee to the Extraordinary General Meeting in Otello Corporation ASA to be held on 4 September 2020",1,"other"
"6810","Hafnia Limited","HAFNIA","2020-08-28T08:35:30.977+02:00","Information relating to dividend for the second quarter 2020",1,"other"
"6811","Frigaard Property Group AS","FRIPRO","2020-08-28T06:00:00Z","Frigaard Property Group",2,"other"
"6812","GC Rieber Shipping ASA","RISH","2020-08-28T07:30:12.562+02:00","GC Rieber Shipping - Shearwater receives Mauritania 3D exploration award from Total",0,"other"
"6813","Lavo.tv AS","LAVO-ME","2020-08-27T23:56:10.479+02:00","Conversion Notice",0,"other"
"6814","Lavo.tv AS","LAVO-ME","2020-08-27T23:56:10.463+02:00","Meddelelse om konvertering",0,"other"
"6815","Northern Ocean Ltd.","NOL","2020-08-27T19:20:40.478+02:00","Financial calendar",0,"other"
"6816","Northern Drilling Ltd.","NODL","2020-08-27T19:20:21.065+02:00","Financial calendar",0,"other"
"6817","DOF ASA","DOF","2020-08-27T17:58:01.601+02:00","DOF ASA: AKASTOR ASA TO ASSUME FULL OWNERSHIP OF A RESTRUCTURED DOF DEEPWATER AS",1,"other"
"6818","Akastor ASA","AKA","2020-08-27T17:51:15.645+02:00","Akastor ASA: Akastor to assume full ownership of a restructured DOF Deepwater AS",0,"other"
"6819","HI Bidco AS","HIBID","2020-08-27T14:35:00Z","HI Bidco AS second quarter results 2020",1,"other"
"6820","BW Offshore Limited","BWO","2020-08-27T16:00:01.475+02:00","BW Offshore: Dividend information",0,"other"
"6821","KLP Banken AS","KLPB","2020-08-27T14:43:01.75+02:00","KLP Banken AS -  konsernintern fusjon med KLP Bankholding AS",0,"other"
"6822","Rem Saltire AS","EFOR","2020-08-27T14:30:47.972+02:00","Notice from Bondholders' Meeting",1,"other"
"6823","Rem Saltire AS","EFOR","2020-08-27T14:30:47.821+02:00","Avholdt obligasjonseiermøte",1,"other"
"6824","Byggma ASA","BMA","2020-08-27T12:22:39.771+02:00","Byggma ASA: Nøkkelinformasjon ved kontantutbytte",0,"other"
"6825","KLP Kommunekreditt AS","KLPKK","2020-08-27T12:09:06.632+02:00","KLP Kommunekreditt AS – salg av egenbeholdning og tilbakekjøp",0,"other"
"6826","BEWi ASA","BEWi-ME","2020-08-27T11:45:57.387+02:00","Financial calendar",0,"other"
"6827","Hofseth BioCare ASA","HBC","2020-08-27T11:30:01.362+02:00","Hofseth Biocare ASA: SECURES DISTRIBUTION WITH A GLOBAL RETAILER GIANT IN THE UK, SPAIN, ICELAND, AND ONLINE FOR BRILLIANT SALMON OILT FOR PETS",0,"other"
"6828","Mineral Commodities Ltd","MRC","2020-08-27T09:18:57.527+02:00","MRC – Massive increase in mineral resources at Tormin with maiden resource at Western Strandline",1,"other"
"6829","Mineral Commodities Ltd","MRC","2020-08-27T08:45:35.955+02:00","Oslo Børs - Mottatt søknad om notering - Mineral Commodities Ltd",0,"other"
"6830","Mineral Commodities Ltd","MRC","2020-08-27T08:45:35.914+02:00","Oslo Børs - Received application for listing - Mineral Commodities Ltd",0,"other"
"6831","Solon Eiendom ASA","SOLON","2020-08-27T08:38:34.53+02:00","Ny CEO i Solon Eiendom ASA",0,"other"
"6832","Hexagon Composites ASA","HEX","2020-08-27T08:35:15.291+02:00","Mandatory Notification of Trade - Options",0,"other"
"6833","DOF ASA","DOF","2020-08-27T08:30:12.239+02:00","DOF Subsea awarded multiple contracts by Petrobras",1,"other"
"6834","DOF Subsea AS","DOFSUB","2020-08-27T06:30:00Z","DOF Subsea awarded multiple contracts by Petrobras",0,"other"
"6835","Endúr ASA","ENDUR","2020-08-27T08:28:14.257+02:00","Endúr ASA: Reparasjonsemisjon utgår",0,"other"
"6836","Endúr ASA","ENDUR","2020-08-27T08:28:14.157+02:00","Endúr ASA: Subsequent Repair Offering will not be carried out",0,"other"
"6837","BEWi ASA","BEWi-ME","2020-08-27T08:11:56.968+02:00","Merkur Market - Mottatt søknad om opptak til handel – BEWi ASA",0,"other"
"6838","BEWi ASA","BEWi-ME","2020-08-27T08:11:56.903+02:00","Merkur Market - Received application for admission to trading – BEWi ASA",0,"other"
"6839","Hofseth BioCare ASA","HBC","2020-08-27T08:00:01.328+02:00","Hofseth Biocare ASA: HBC AQUIRES A 34 PERCENT STAKE IN HEALTHCARE AND PETCARE DISTRIBUTOR ATLANTIC DELIGHTS LTD FOR ACCESS TO CHINESE MARKET",0,"other"
"6840","Euronav Luxembourg S.A.","EULU","2020-08-27T06:00:00Z","Euronav Share Buyback",1,"other"
"6841","GC Rieber Shipping ASA","RISH","2020-08-27T07:30:10.436+02:00","GC Rieber Shipping - Shearwater GeoServices receives CGG Norway Award",0,"other"
"6842","Heimstaden Bostad AB","HEIMB","2020-08-26T19:05:28.807+02:00","Heimstaden Bostad successfully places EUR 650m senior unsecured bond",1,"other"
"6843","SAS AB","SAS","2020-08-26T18:00:11.431+02:00","SAS announces update on support from noteholders",1,"other"
"6844","Fana Sparebank Boligkreditt AS","FSBKR","2020-08-26T17:31:18.836+02:00","Fana Sparebank Boligkreditt – Utvider i FSBKR20",0,"other"
"6845","Oslo Børs","-","2020-08-26T16:12:21.628+02:00","Oslo Børs - Mottatt søknad om notering - Mineral Commodities Ltd",0,"other"
"6846","Oslo Børs","-","2020-08-26T16:12:21.628+02:00","Oslo Børs - Received application for listing - Mineral Commodities Ltd",0,"other"
"6847","Wallenius Wilhelmsen ASA","WALWIL","2020-08-26T15:59:02.3+02:00","Wallenius Wilhelmsen ASA  – Partial repurchase of WalWil02, WWI19 and WalWil01",0,"other"
"6848","Sbanken ASA","SBANK","2020-08-26T15:03:06.311+02:00","Sbanken ASA: Tap Issue ISIN NO0010886757",0,"other"
"6849","Sbanken ASA","SBANK","2020-08-26T15:03:06.279+02:00","Sbanken ASA: Utvidelse av ISIN NO0010886757",0,"other"
"6850","Avance Gas Holding Ltd","AVANCE","2020-08-26T14:30:03.697+02:00","Avance Gas Holding Ltd - Q2 2020 Presentation",1,"other"
"6851","BN Bank ASA","BNB","2020-08-26T12:54:48.483+02:00","BN: Fusjon BN Bank og BNkreditt gjennomført",0,"other"
"6852","Wallenius Wilhelmsen ASA","WALWIL","2020-08-26T12:43:12.907+02:00","Wallenius Wilhelmsen ASA – Successful placement of new unsecured bonds",0,"other"
"6853","Aasen Sparebank","AASB-ME","2020-08-26T12:37:40.52+02:00","Aasen Sparebank: Vellykket plassering av nytt ansvarlig obligasjonslån",0,"other"
"6854","Oslo Børs","-","2020-08-26T12:06:54.287+02:00","Merkur Market - Received application for admission to trading – BEWi ASA",0,"other"
"6855","Oslo Børs","-","2020-08-26T12:06:54.235+02:00","Merkur Market - Mottatt søknad om opptak til handel – BEWi ASA",0,"other"
"6856","Aasen Sparebank","AASB-ME","2020-08-26T09:08:36.203+02:00","Aasen Sparebank: Vurderer utstedelse av ansvarlig obligasjonslån",0,"other"
"6857","KISTEFOS AS","KIST","2020-08-26T08:50:21.544+02:00","Kistefos AS - New bond issue and fixed income investor calls",0,"other"
"6858","BEWi ASA","BEWi-ME","2020-08-26T08:17:04.526+02:00","BEWi ASA | Private placement of existing shares successfully placed",0,"other"
"6859","Magnora ASA","MGN","2020-08-26T08:09:27.802+02:00","Magnora ASA: Grant of share options under share incentive scheme",0,"other"
